period,lng_freight_proxy,oil_proxy
2018,0.0520924041488305,0.082804288848693
2019,0.0767919704735443,0.0745871048417766
2020,0.017006267089275,0.0468847667147642
2021,0.0676212147131393,0.0383261112947231
2022,0.120233445223061,0.0995575110717578
2023,0.0900790427088176,0.1303068736953221
2024,0.0771969296999149,0.1124125007378118
